genel_nit_is_tanimi,ilan_baslik,label,skills
turkiye dort yanina dunyanin ulkesine onem tasiyan aras kargo yildir musterilerine paydaslarina ulke ekonomisine katma deger saglamak icin calisiyor mutluluga adanmis gucuyle hizmetleriyle fark yaratan aras kargo teknoloji guclu insan kaynagini birlestiren yenilikci modeliyle sektorunde tercih edilen marka olmak icin calismalarini surduruyor kargo sektorunun lideri aras kargo bugun musteri memnuniyeti odakli bolge mudurlugu transfer merkezi sube fazla arac filosu kisilik uzman kadrosuyla milyon kisi kurum kurulusa hizmet veriyor genis aileye katilmak istiyorsan genel mudurluk lokasyonumuzda analizi entegrasyon uzmani pozisyonuna basvurunu bekliyoruz universitelerin muhendislik bolumlerinden mezun benzer pozisyonlarda tecrubesi bulunan leri derecede yazili sozlu ngilizce bilgisi olan analiz yetenegi olan cozum odakli surec yonetebilen yenilikci gelisim odakli olup test senaryolari hazirlayabilecek raporlama yorumlama becerisi yuksek erkek adaylar icin askerlik hizmetini tamamlamis seyahat engeli bulunmayan tanimi musteri entegrasyonlarinda aktif almak entegrasyon sureclerini netlestirmek icin musteri ziyaretlerine gitme entegrasyonlarimizi entegrasyon modellerimizi anlatmak entegrasyonlar ilgili detay analiz calismasi yapmak kurulan entegrasyonlarin uctan testini yapmak entegrasyon sonrasi ilgili kurulumlarin dogru isledigini takip etme olasi problemler rapor edecek cozum icin destek olmak test senaryolarini hazirlamak testleri yurutmek sonuclarini raporlamak sistemlerdeki iyilestirilebilir noktalarin tespitleri analiz surecinde birimlere gostermek,analisti entegrasyon uzmani,is_analizi_raporlama,test senaryo analiz ingilizce
cronom nsan kaynaklari olarak danismanligini yapmakta oldugumuz turkiye onde gelen bankasinin istiraki olan ortagimiz icin surec analisti rolunde ihtiyacimiz bulunmaktadir universitelerin endustri muhendisligi sletme muhendisligi yonetim bilisim sistemleri matematik bolumlerinden mezun bankacilik veya finans sureclerinde deneyim sahibi analizi sureclerinde deneyimli usability standartlari dikkate alinarak ekran tasarimlari tecrubesi olan surec akisi modelleme araclarinda tecrubeli,analisti,is_analizi_raporlama,finans analiz
universitelerin matematik endustri muhendisligi bilgisayar muhendisligi veya deger bolumlerden mezun deneyimli sigortacilik urun sureclerine hakim yazilim surecleri analiz test metodolojileri konusunda bilgi sahibi bilgisi office programlarini seviyede kullanabilen analitik sonuc kalite odakli iletisim becerisi yuksek arastirmaci yaratici yeni fikir uretebilen tercihen iiba international institute business analysis cbap veya ccba sertifikalarina sahip tercihen erkek adaylar icin askerlik gorevini tamamlamis sigorta cini yazilim entegrasyon ekibi adina kidemli analisti olarak gorev yapacak sigortacilik sektorunde hizla buyumekte olan sirketimizde hedeflerimize bagli olarak gelistirdigimiz projelerimizde aktif alabilecek sigortacilik konusunda tecrubeli takim arkadaslari ariyoruz,kidemli analisti,is_analizi_raporlama, cbap ccba yazilim gelistirme ve test analiz office programlari
tanimi yazilim gelistirme projelerinde analisti veya product owner olarak calismis entegrasyon paydasli projelerde deneyimli soap rest servisler hakkinda bilgi sahibi soapui araclar calismis mobil uygulama projelerinde calismis olmak tercih sebebidir sorumlu oldugu projelerin proje yonetimini test gerekliliklerini yapmaya istekli tercihen balsamiq mockups muadili araclar kullanarak mockup cizimi yapmis onyuz tasarimi kullanilabilirlik kavramlari hakkinda bilgi sahibi agile teknikleri hayatinda bizzat deneyimlemis jira confluence araclarini kullanmis olan yurt sehahat engeli olmayan erkek adaylar icin askerlik gorevini tamamlamis tecilli adaylarin basvurulari dikkate alinmayacaktir genel nitelikler tercihen universitelerin muhendislik fakultelerinden mezun tercihen entegrasyon iceren yazilim gelistirme projelerinde analisti test uzmani olarak calismis veya muhendislik bakis acisi analitik dusunme hizli ogrenme ozelliklerine guvenip bilgi teknolojileri sektorunde kendisini ispatlamak isteyen muhendislik disi lisans mezunlari veya yeni mezun adaylar sorumluluk almaya istekli aldigi sorumlulugun gerekliliklerini yerine getirecek azim kararlilikta olan yurt seyahat engeli olmayan erkek adaylar icin askerlik gorevini tamamlamis tecilli adaylarin basvurulari dikkate alinmayacaktir,analisti analisti,is_analizi_raporlama,soap rest servis analitik dusunen hizli ogrenen test analiz
barikat bilisim guvenligi arge departmaninda gorevlendirilmek uzere siber guvenlik analisti takim arkadaslari ariyoruz universitelerin yillik bolumlerinden mezun tercihen bilimleri bilgisayar muhendisligi veya ilgili muhendislik bolumleri siber guvenlik alaninda arastirma gecmisi olan sletim sistemleri sanallastirma bulut teknolojileri hakkinda bilgi sahibi bilgisayar aglari hakkinda bilgi sahibi duzeyde ngilizce bilgisine sahip arastirma calismalarini uygun bicimde raporlayabilecek daha onceki calismalari ilgili referans gosterebilecek erkek adaylar icin askerlik hizmetini tamamlamis ankara ikamet eden edebilecek olan tanimi siber guvenlik ilgili yeni guncel guvenlik olaylarinin takip etmek arastirmak raporlamak sosyal medya bloglar uretici sayfalari kamuya acik servisler osint siber guvenlik ilgili yeni guncel urun teknoloji analiz regulasyon standart metodolojileri takip etmek tarafindan gelistirilen urun hizmet analiz metodolojiler ilgili arastirma calismalarini yapmak raporlamak guvenlik raporlarini takip etmek ilgili yoneticiye sunmak,siber guvenlik analisti,is_analizi_raporlama,isletim sistemleri bulut sanallastirma guvenlik analiz
genel teli kler validasyon ambalaj sterilizasyon validasyon ilac ureticilerine tibbi cihaz ureticilerine hastanelere validasyon kalifikasyon laboratuvar analizleri steril paketleme sterilizasyon alanlarinda hizmet veren ankara merkezli kurulustur belgesi akreditasyonuna sahip tipi muayene kurulusudur uzman ekip teknoloji cihazlari yurt yurt disi hizmet vermektedir ankara saray mahallesinde bulunan ofisimiz icin servis imkanimiz bulunmaktadir laboratuvarimizda biyomekanik analisti gorevinde calisacak takim arkadasi aramaktayiz genel nitelikler universitelerin tercihen makine muhendisligi fizik muhendisligi biyomedikal muhendisligi veya iliskili diger bolumlerinden mezun olmus tercihen kalite yonetim sistemi konusunda tecrubeli yillik deneyim sahibi tercihen tibbi cihazlarin statik veya dinamik biyomekanik testleri konusunda deneyim sahibi ngilizce standartlari okuyup anlayarak talimat prosedur olusturabilecek turkce ngilizce rapor hazirlayabilecek derecede bilen ogrenmeye kendisini gelistirmeye bilgi paylasimina acik yapiya sahip analitik dusunebilen cozum ureten sonuc odakli yogun temposuna ayak uydurabilecek detaylara onem veren dikkatli sistemli prensip sahibi office programlarina hakim takim calismasina yatkin tercihen olcum belirsizligi metot validasyonu konusunda bilgi sahibi zaman yonetimi etkin raporlama konusunda kendisine guvenen mesleki etik disipline sahip erkek adaylar icin askerlik gorevini tamamlamis arkadaslari ariyoruz tanimi sirketin hizmet kapsaminda olan biyomekanik testlerin gerceklestirilmesi raporlandirilmasi yeni metotlarin test cihazinda uygulamaya alinmasi metot validasyonlarinin gerceklestirilmesi testlerin gerceklestirilmesi icin zaman zaman gerekli olabilecek fiksturlerin tasarimi cizimi imalati konularinda calismalarin yurutulmesi akreditasyon denetimine analist olarak istirak edilmesi detayli performans raporlari hazirlamak,biyomekanik analisti,is_analizi_raporlama,kalite yonetim sistemi statik dinamik biyomekanik testleri ingilizce raporlama office programlari
cronom nsan kaynaklari olarak danismanligini yurutmekte oldugumuz stanbul anadolu yakasi bulunan ortagimiz icin analisti rolunde ihtiyacimiz bulunmaktadir universitelerin ilgili lisans bolumlerinden endustri bilgisayar matematik sletme fizik veya benzeri mezun tercihen bankacilik deneyimi olan odeme sistemleri konusunda deneyim sahibi agile metodolojisine hakim tercihen yazilim surecleri analiz test metodolojileri konularinda bilgi sahibi terihen terminal yonetimi yakas hesaplasma uygulamalari chargeback gunsonu muhasebe switch batch akislari konularindan birine hakim,analisti,is_analizi_raporlama,muhasebe bankacilik analiz test
kpmg dunya genelinde ulkede deger katmak uzere birlikte calisan yakin uzmaniyla denetim vergi danismanlik hizmetleri sunan kuresel firma agidir kpmg turkiye olarak uzerinde yerli global musteriye denetim vergi danismanlik hizmetleri sunar sirketlerin ihtiyac taleplerine gore faaliyet gosterdikleri sektorde uzman askin profesyonel finansal hizmetler enerji ilac iletisim otomotiv kimya saglik ulasim gayrimenkul insaat sektorlerinde alaninda lider bircok sirkete hizmet verilmektedir universitelerin muhendislik veya iliskili bolumlerinden mezun lgili alanda tecrube sahibi veri tabani konusunda tecrubeli derecede ngilizce bilen kapsam degerlendirme fonksiyonel analizi deneyimi olan tasarimi kullanici deneyimleri hakkinda bilgi sahibi test senaryo teknikleri hakkinda bilgi sahibi office uygulamalarinda yetkin word excel access project visio analitik dusunme problem cozme yetkinligine sahip etkin etkili iletisim kurabilen musteri hizmet odakli business intelligence tool lari calismis olmasi tercihen konuda tecrube sahibi olmasi tercihen hakkinda bilgi sahibi erkek adaylar icin askerlik gorevini tamamlamis veya tecilli yazilim gelistirme uyarlama destek surecleri kapsaminda fonksiyonel analiz tasarimi dokumantasyon calismalarini yapmak yazilim cozumlerinin belirlenmesi sureci kapsaminda ihtiyaclarina karsilik gelen teknik ihtiyaclari belirlemek fizibilite calismalarini yapmak guvenlik kontrol ihtiyaclarini fizibilite asamasinda degerlendirmek uygulamalarin sistemsel kurulumlarini guncellestirmelerini gerceklestirmek yazilim gelistirme test sureci kapsaminda test senaryolari olusturmak uygulamak analiz tasarimi test senaryo dokumanlarini arsivlemek global projeler cercevesinde yurtdisi ekipleri birimleri arasinda gerekli koordinasyonu saglamak uygulamalarin kullanim kilavuzlarini egitim dokumanlarini olusturmak sistemin sureclerin izlenmesi olculmesi analiz edilmesi raporlanmasi sureclerini yurutmek problem yonetim sureci kapsaminda kullanicilar tarafindan iletilen problemleri incelemek kaynagini tespit etmek cozum icin ilgili gruplari bilgilendirmek surec yazilimlarinin teknik destegini verebilmek ortaklari gelistirme faaliyetlerini yurutmek proje sureclerinin icin koordinasyonunu saglayacak takip kontrolunu gerceklestirmek,analyst,is_analizi_raporlama,office programlari ingilizce word excel access project visio analiz
buddy yana arac takip filo yonetim hizmetleri sunan hollanda kurulusu olup buddy turkiye olarak itibaren faaliyet gostermektedir teknik operasyon departmani proje yonetimi birimimizde gorev yapmak uzere analitik dusunme yetkinligine sahip ekip arkadasi ariyoruz aradigimiz ozelliklerden baslicalari asagida analizi proje yonetimi metodolojisine hâkim yazilim yontemleri veritabani yapi uygulamalari konusunda deneyimli proje yonetimi araclari basta excel olmak uzere gerekli olan office uygulamalarinda profesyonel kullanici ozelligine sahip ayni anda birden fazla projenin yonetimini yurutebilecek koordinasyon iletisim yetkinligine sahip maksimum projeden bahsediyoruz zaman yonetimi takibi konusunda takintili derecede dikkatli raporlama dokumantasyon konusunda titiz tanimi akislari dogrultusunda sureclerinin fonksiyonel teknik analizi yeniden tasarimi surecleri icin gelistirilen modellerinin projelendirilmesi proje yurutme safhalarinda calisilan kaynak yazilim ekiplerinin koordinasyonu yonetimi proje ilgili turlu statu risk degisikliklerinin takip edilmesi raporlama bilgilendirmelerle birlikte gerekli aksiyonlarin alinmasi projelerin test canliya alma canliya alma sonrasi periyodik raporlama sureclerinin yonetilmesi yurutulmesi birimlerinden gelen talepler dogrultusunda proje gelistirme asamalarinin yurutulmesi,analisti,is_analizi_raporlama,veri tabani office programlari excel proje yonetimi proje gelistirme
universitelerin muhendislik fakultelerinden mezun analisti olarak deneyimli programlari hakkinda bilgi sahibi takim calismasina yatkin analitik dusunme becerisi gelismis yaratici sonuc odakli ihtiyaclarini anlayarak teknik ekiplere iletecek sekilde duzenleme becerisine sahip tanimi sirketimizin departmaninda gorevlendirilmek uzere arayis icerisinde oldugumuz analisti pozisyonunun sorumluluklari asagidaki sekilde olacaktir talepleri dogrultusunda birimleri calisarak gereksinimleri netlestirmek sureclerini tasarlamak fonksiyonel teknik analizleri yapmak dokumantasyonlari hazirlamak birimleri teknik ekipler arasinda kopru vazifesi olusturmak gelistirilen uygulamalarin fonksiyonel testlerini gerceklestirmek kullanici kabul testlerini koordine etmek kaynaklar danisman firmalar arasindaki koordinasyonu saglamak kullanicilardan gelecek olan sorulari yanitlayarak sureclerde destek vermek,analisti,is_analizi_raporlama,teknik analiz fonksiyonel test analitik dusunme
universitelerin yillik endustri muhendisligi yonetim bilisim sistemleri bilgisayar muhendisligi matematik statistik bolumlerinden mezun sigortacilik sektorunde tahsilat hasar saglik kasko konularinin birinde minimum yillik tecrubesine sahip bankacilik sigorta sektorunde talepleri dogrultusunda surecleri tasarimi fonksiyonel teknik analiz deneyimi olan derecede ngilizce bilen analitik dusunme yetkinligine sahip iletisimi kuvvetli farkli projeleri koordine takip etme konusunda basarili ihtiyaclarini sistem gerekliliklerini anlayabilen sorumluluk sahibi tanimi agile waterfall metodolojilerle gerceklestirilen projelerde yeni yazilim gelistirme ihtiyaclarinin urun kapsaminin belirlenmesi uluslararasi analizi tekniklerini cases user stories traceability matrix business rules analysis prototyping brainstorming traceability matrices kullanarak gereksinimlerin belirlenmesi otomasyon araclari kullanilarak gereksinimlerin dokumantasyonu birimleri kullanici kabul testlerinin koordinasyonu neden works uzun sure yalniz alanda analiz yapmak yerine farkli sektor alanlarda kendini gelistirerek kariyerinizde hizla yukselme firsati yakalamak analisti kariyer gelisim programi dahilinde analizi proje yonetimi sistem analizi kurumsal mimari ekran tasarimi kullanilabilirlik yazilim testi alanlarinda yakin uluslararasi egitime katilim iiba cbap sertifika sinavlarina uzman egitmenler esliginde hazirlanma firsati uluslararasi bilinirligi olan uzmanlarla ayni ortamda calisma firsati dunyanin turkiye onde gelen kuruluslarinda proje deneyimi yurt disinda farkli ulkelerde proje bazli calisma imkani uluslararasi metodolojiler tekniklerle analizi alaninda uzmanlasma imkani,analisti sigorta veya bankacilik sektoru,is_analizi_raporlama,proje yonetme ingilizce analitik dusunen sorumluluk sahibi waterfall cbap sertifikasi kendini gelistiren
